# ID          Name                  Mass(GeV)      Width(GeV)      Degeneracy      B      S      C      b      I        Q      Decays
-12222        Anti-Delta(1900)++    1.86000        0.250000        2              -1      0      0      0      1.5     -2      10
11112         Delta(1900)-          1.86000        0.250000        2               1      0      0      0      1.5     -1      10
11212         Delta(1900)0          1.86000        0.250000        2               1      0      0      0      1.5      0      18
12122         Delta(1900)+          1.86000        0.250000        2               1      0      0      0      1.5      1      18
12222         Delta(1900)++         1.86000        0.250000        2               1      0      0      0      1.5      2      10
-7110215      pi2(1880)-            1.87400        0.237000        5               0      0      0      0      1.0     -1      4
7110115       pi2(1880)0            1.87400        0.237000        5               0      0      0      0      1.0      0      4
7110215       pi2(1880)+            1.87400        0.237000        5               0      0      0      0      1.0      1      4
-9010311      Anti-K(1830)0         1.87400        0.168000        1               0     -1      0      0      0.5      0      1
-9010321      Anti-K(1830)+         1.87400        0.168000        1               0     -1      0      0      0.5     -1      1
9010311       K(1830)0              1.87400        0.168000        1               0      1      0      0      0.5      0      1
9010321       K(1830)+              1.87400        0.168000        1               0      1      0      0      0.5      1      1
-9811214      Anti-N(1875)0         1.87500        0.200000        4              -1      0      0      0      0.5      0      23
-9812124      Anti-N(1875)+         1.87500        0.200000        4              -1      0      0      0      0.5     -1      23
9811214       N(1875)0              1.87500        0.200000        4               1      0      0      0      0.5      0      23
9812124       N(1875)+              1.87500        0.200000        4               1      0      0      0      0.5      1      23
7200221       X(1835)               1.87700        0.242000        1               0      0      0      0      0.0      0      2
-9843112      Anti-Sigma(1880)-     1.88000        0.200000        2              -1      1      0      0      1.0      1      9
-9843212      Anti-Sigma(1880)0     1.88000        0.200000        2              -1      1      0      0      1.0      0      12
-9843222      Anti-Sigma(1880)+     1.88000        0.200000        2              -1      1      0      0      1.0     -1      9
9843112       Sigma(1880)-          1.88000        0.200000        2               1     -1      0      0      1.0     -1      9
9843212       Sigma(1880)0          1.88000        0.200000        2               1     -1      0      0      1.0      0      12
9843222       Sigma(1880)+          1.88000        0.200000        2               1     -1      0      0      1.0      1      9
-9852112      Anti-N(1880)0         1.88000        0.300000        2              -1      0      0      0      0.5      0      19
-9852212      Anti-N(1880)+         1.88000        0.300000        2              -1      0      0      0      0.5     -1      19
9852112       N(1880)0              1.88000        0.300000        2               1      0      0      0      0.5      0      19
9852212       N(1880)+              1.88000        0.300000        2               1      0      0      0      0.5      1      19
-1116         Anti-Delta(1905)-     1.88000        0.330000        6              -1      0      0      0      1.5      1      11
-1216         Anti-Delta(1905)0     1.88000        0.330000        6              -1      0      0      0      1.5      0      19
-2126         Anti-Delta(1905)+     1.88000        0.330000        6              -1      0      0      0      1.5     -1      19
-2226         Anti-Delta(1905)++    1.88000        0.330000        6              -1      0      0      0      1.5     -2      11
1116          Delta(1905)-          1.88000        0.330000        6               1      0      0      0      1.5     -1      11
1216          Delta(1905)0          1.88000        0.330000        6               1      0      0      0      1.5      0      19
2126          Delta(1905)+          1.88000        0.330000        6               1      0      0      0      1.5      1      19
2226          Delta(1905)++         1.88000        0.330000        6               1      0      0      0      1.5      2      11
-9030213      rho(1900)-            1.88600        0.077000        3               0      0      0      0      1.0     -1      1
9030113       rho(1900)0            1.88600        0.077000        3               0      0      0      0      1.0      0      1
9030213       rho(1900)+            1.88600        0.077000        3               0      0      0      0      1.0      1      1
-9822116      Anti-N(1860)0         1.89000        0.247000        6              -1      0      0      0      0.5      0      19
-9822216      Anti-N(1860)+         1.89000        0.247000        6              -1      0      0      0      0.5     -1      19
9822116       N(1860)0              1.89000        0.247000        6               1      0      0      0      0.5      0      19
9822216       N(1860)+              1.89000        0.247000        6               1      0      0      0      0.5      1      19
-23124        Anti-Lambda(1890)     1.89000        0.120000        4              -1      1      0      0      0.0      0      19
23124         Lambda(1890)          1.89000        0.120000        4               1     -1      0      0      0.0      0      19
-9862112      Anti-N(1895)0         1.89500        0.120000        2              -1      0      0      0      0.5      0      20
-9862212      Anti-N(1895)+         1.89500        0.120000        2              -1      0      0      0      0.5     -1      20
9862112       N(1895)0              1.89500        0.120000        2               1      0      0      0      0.5      0      20
9862212       N(1895)+              1.89500        0.120000        2               1      0      0      0      0.5      1      20
9040225       f2(1910)              1.90000        0.167000        5               0      0      0      0      0.0      0      1
-21112        Anti-Delta(1910)-     1.90000        0.300000        2              -1      0      0      0      1.5      1      6
-21212        Anti-Delta(1910)0     1.90000        0.300000        2              -1      0      0      0      1.5      0      10
-22122        Anti-Delta(1910)+     1.90000        0.300000        2              -1      0      0      0      1.5     -1      10
-22222        Anti-Delta(1910)++    1.90000        0.300000        2              -1      0      0      0      1.5     -2      6
21112         Delta(1910)-          1.90000        0.300000        2               1      0      0      0      1.5     -1      6
21212         Delta(1910)0          1.90000        0.300000        2               1      0      0      0      1.5      0      10
22122         Delta(1910)+          1.90000        0.300000        2               1      0      0      0      1.5      1      10
22222         Delta(1910)++         1.90000        0.300000        2               1      0      0      0      1.5      2      6
-23114        Anti-Sigma(1910)-     1.91000        0.220000        4              -1      1      0      0      1.0      1      12
-23214        Anti-Sigma(1910)0     1.91000        0.220000        4              -1      1      0      0      1.0      0      15
-23224        Anti-Sigma(1910)+     1.91000        0.220000        4              -1      1      0      0      1.0     -1      12
23114         Sigma(1910)-          1.91000        0.220000        4               1     -1      0      0      1.0     -1      12
23214         Sigma(1910)0          1.91000        0.220000        4               1     -1      0      0      1.0      0      15
23224         Sigma(1910)+          1.91000        0.220000        4               1     -1      0      0      1.0      1      12
-13116        Anti-Sigma(1915)-     1.91500        0.120000        6              -1      1      0      0      1.0      1      17
-13216        Anti-Sigma(1915)0     1.91500        0.120000        6              -1      1      0      0      1.0      0      22
-13226        Anti-Sigma(1915)+     1.91500        0.120000        6              -1      1      0      0      1.0     -1      17
13116         Sigma(1915)-          1.91500        0.120000        6               1     -1      0      0      1.0     -1      17
13216         Sigma(1915)0          1.91500        0.120000        6               1     -1      0      0      1.0      0      22
13226         Sigma(1915)+          1.91500        0.120000        6               1     -1      0      0      1.0      1      17
-9841214      Anti-N(1900)0         1.92000        0.200000        4              -1      0      0      0      0.5      0      25
-9842124      Anti-N(1900)+         1.92000        0.200000        4              -1      0      0      0      0.5     -1      25
9841214       N(1900)0              1.92000        0.200000        4               1      0      0      0      0.5      0      25
9842124       N(1900)+              1.92000        0.200000        4               1      0      0      0      0.5      1      25
-21114        Anti-Delta(1920)-     1.92000        0.300000        4              -1      0      0      0      1.5      1      13
-22114        Anti-Delta(1920)0     1.92000        0.300000        4              -1      0      0      0      1.5      0      23
-22214        Anti-Delta(1920)+     1.92000        0.300000        4              -1      0      0      0      1.5     -1      23
-22224        Anti-Delta(1920)++    1.92000        0.300000        4              -1      0      0      0      1.5     -2      13
21114         Delta(1920)-          1.92000        0.300000        4               1      0      0      0      1.5     -1      13
22114         Delta(1920)0          1.92000        0.300000        4               1      0      0      0      1.5      0      23
22214         Delta(1920)+          1.92000        0.300000        4               1      0      0      0      1.5      1      23
22224         Delta(1920)++         1.92000        0.300000        4               1      0      0      0      1.5      2      13
-9853112      Anti-Sigma(1900)-     1.92500        0.165000        2              -1      1      0      0      1.0      1      13
-9853212      Anti-Sigma(1900)0     1.92500        0.165000        2              -1      1      0      0      1.0      0      17
-9853222      Anti-Sigma(1900)+     1.92500        0.165000        2              -1      1      0      0      1.0     -1      13
9853112       Sigma(1900)-          1.92500        0.165000        2               1     -1      0      0      1.0     -1      13
9853212       Sigma(1900)0          1.92500        0.165000        2               1     -1      0      0      1.0      0      17
9853222       Sigma(1900)+          1.92500        0.165000        2               1     -1      0      0      1.0      1      13
-1118         Anti-Delta(1950)-     1.93000        0.285000        8              -1      0      0      0      1.5      1      7
-2118         Anti-Delta(1950)0     1.93000        0.285000        8              -1      0      0      0      1.5      0      14
-2218         Anti-Delta(1950)+     1.93000        0.285000        8              -1      0      0      0      1.5     -1      14
-2228         Anti-Delta(1950)++    1.93000        0.285000        8              -1      0      0      0      1.5     -2      7
1118          Delta(1950)-          1.93000        0.285000        8               1      0      0      0      1.5     -1      7
2118          Delta(1950)0          1.93000        0.285000        8               1      0      0      0      1.5      0      14
2218          Delta(1950)+          1.93000        0.285000        8               1      0      0      0      1.5      1      14
2228          Delta(1950)++         1.93000        0.285000        8               1      0      0      0      1.5      2      7
-7110211      a0(1950)-             1.93100        0.271000        1               0      0      0      0      1.0     -1      1
7110111       a0(1950)0             1.93100        0.271000        1               0      0      0      0      1.0      0      2
7110211       a0(1950)+             1.93100        0.271000        1               0      0      0      0      1.0      1      1
9050225       f2(1950)              1.93600        0.464000        5               0      0      0      0      0.0      0      9
-9853114      Anti-Sigma(1940)-     1.94000        0.250000        4              -1      1      0      0      1.0      1      7
-9853214      Anti-Sigma(1940)0     1.94000        0.250000        4              -1      1      0      0      1.0      0      8
-9853224      Anti-Sigma(1940)+     1.94000        0.250000        4              -1      1      0      0      1.0     -1      7
9853114       Sigma(1940)-          1.94000        0.250000        4               1     -1      0      0      1.0     -1      7
9853214       Sigma(1940)0          1.94000        0.250000        4               1     -1      0      0      1.0      0      8
9853224       Sigma(1940)+          1.94000        0.250000        4               1     -1      0      0      1.0      1      7
-9020311      Anti-K0*(1950)0       1.94500        0.201000        1               0     -1      0      0      0.5      0      2
-9020321      Anti-K0*(1950)+       1.94500        0.201000        1               0     -1      0      0      0.5     -1      2
9020311       K0*(1950)0            1.94500        0.201000        1               0      1      0      0      0.5      0      2
9020321       K0*(1950)+            1.94500        0.201000        1               0      1      0      0      0.5      1      2
-103316       Anti-Ksi(1950)-       1.95000        0.060000        6              -1      2      0      0      0.5      1      5
-103326       Anti-Ksi(1950)0       1.95000        0.060000        6              -1      2      0      0      0.5      0      5
103316        Ksi(1950)-            1.95000        0.060000        6               1     -2      0      0      0.5     -1      5
103326        Ksi(1950)0            1.95000        0.060000        6               1     -2      0      0      0.5      0      5
-11116        Anti-Delta(1930)-     1.95000        0.300000        6              -1      0      0      0      1.5      1      2
-11216        Anti-Delta(1930)0     1.95000        0.300000        6              -1      0      0      0      1.5      0      3
-12126        Anti-Delta(1930)+     1.95000        0.300000        6              -1      0      0      0      1.5     -1      3
-12226        Anti-Delta(1930)++    1.95000        0.300000        6              -1      0      0      0      1.5     -2      2
11116         Delta(1930)-          1.95000        0.300000        6               1      0      0      0      1.5     -1      2
11216         Delta(1930)0          1.95000        0.300000        6               1      0      0      0      1.5      0      3
12126         Delta(1930)+          1.95000        0.300000        6               1      0      0      0      1.5      1      3
12226         Delta(1930)++         1.95000        0.300000        6               1      0      0      0      1.5      2      2
-7210215      pi2(2005)-            1.96300        0.370000        5               0      0      0      0      1.0     -1      3
7210115       pi2(2005)0            1.96300        0.370000        5               0      0      0      0      1.0      0      2
7210215       pi2(2005)+            1.96300        0.370000        5               0      0      0      0      1.0      1      3
-219          a4(1970)-             1.96700        0.324000        9               0      0      0      0      1.0     -1      5
119           a4(1970)0             1.96700        0.324000        9               0      0      0      0      1.0      0      5
219           a4(1970)+             1.96700        0.324000        9               0      0      0      0      1.0      1      5
-9000217      rho3(1990)-           1.98200        0.188000        7               0      0      0      0      1.0     -1      1
9000117       rho3(1990)0           1.98200        0.188000        7               0      0      0      0      1.0      0      1
9000217       rho3(1990)+           1.98200        0.188000        7               0      0      0      0      1.0      1      1
9050221       f0(2020)              1.99200        0.442000        1               0      0      0      0      0.0      0      7
-9010315      Anti-K2*(1980)0       1.99500        0.349000        5               0     -1      0      0      0.5      0      7
-9010325      Anti-K2*(1980)+       1.99500        0.349000        5               0     -1      0      0      0.5     -1      7
9010315       K2*(1980)0            1.99500        0.349000        5               0      1      0      0      0.5      0      7
9010325       K2*(1980)+            1.99500        0.349000        5               0      1      0      0      0.5      1      7
-9832116      Anti-N(2000)0         2.00000        0.294000        6              -1      0      0      0      0.5      0      19
-9832216      Anti-N(2000)+         2.00000        0.294000        6              -1      0      0      0      0.5     -1      19
9832116       N(2000)0              2.00000        0.294000        6               1      0      0      0      0.5      0      19
9832216       N(2000)+              2.00000        0.294000        6               1      0      0      0      0.5      1      19
-9873122      Anti-Lambda(2000)     2.00000        0.190000        2              -1      1      0      0      0.0      0      11
9873122       Lambda(2000)          2.00000        0.190000        2               1     -1      0      0      0.0      0      11
-9841114      Anti-Delta(1940)-     2.00000        0.400000        4              -1      0      0      0      1.5      1      9
-9842114      Anti-Delta(1940)0     2.00000        0.400000        4              -1      0      0      0      1.5      0      19
-9842214      Anti-Delta(1940)+     2.00000        0.400000        4              -1      0      0      0      1.5     -1      19
-9842224      Anti-Delta(1940)++    2.00000        0.400000        4              -1      0      0      0      1.5     -2      9
9841114       Delta(1940)-          2.00000        0.400000        4               1      0      0      0      1.5     -1      9
9842114       Delta(1940)0          2.00000        0.400000        4               1      0      0      0      1.5      0      19
9842214       Delta(1940)+          2.00000        0.400000        4               1      0      0      0      1.5      1      19
9842224       Delta(1940)++         2.00000        0.400000        4               1      0      0      0      1.5      2      9
-9863114      Anti-Sigma(2010)-     2.00500        0.178000        4              -1      1      0      0      1.0      1      18
-9863214      Anti-Sigma(2010)0     2.00500        0.178000        4              -1      1      0      0      1.0      0      23
-9863224      Anti-Sigma(2010)+     2.00500        0.178000        4              -1      1      0      0      1.0     -1      18
9863114       Sigma(2010)-          2.00500        0.178000        4               1     -1      0      0      1.0     -1      18
9863214       Sigma(2010)0          2.00500        0.178000        4               1     -1      0      0      1.0      0      23
9863224       Sigma(2010)+          2.00500        0.178000        4               1     -1      0      0      1.0      1      18
9060225       f2(2010)              2.01100        0.202000        5               0      0      0      0      0.0      0      3
-9813334      Anti-Omega(2012)      2.01240        0.006400        4              -1      3      0      0      0.0      1      2
9813334       Omega(2012)           2.01240        0.006400        4               1     -3      0      0      0.0     -1      2
229           f4(2050)              2.01800        0.237000        9               0      0      0      0      0.0      0      9
-9811218      Anti-N(1990)0         2.02000        0.300000        8              -1      0      0      0      0.5      0      5
-9812128      Anti-N(1990)+         2.02000        0.300000        8              -1      0      0      0      0.5     -1      5
9811218       N(1990)0              2.02000        0.300000        8               1      0      0      0      0.5      0      5
9812128       N(1990)+              2.02000        0.300000        8               1      0      0      0      0.5      1      5
-203316       Anti-Ksi(2030)-       2.02500        0.020000        6              -1      2      0      0      0.5      1      3
-203326       Anti-Ksi(2030)0       2.02500        0.020000        6              -1      2      0      0      0.5      0      3
203316        Ksi(2030)-            2.02500        0.020000        6               1     -2      0      0      0.5     -1      3
203326        Ksi(2030)0            2.02500        0.020000        6               1     -2      0      0      0.5      0      3
-3118         Anti-Sigma(2030)-     2.03000        0.180000        8              -1      1      0      0      1.0      1      18
-3218         Anti-Sigma(2030)0     2.03000        0.180000        8              -1      1      0      0      1.0      0      22
-3228         Anti-Sigma(2030)+     2.03000        0.180000        8              -1      1      0      0      1.0     -1      18
3118          Sigma(2030)-          2.03000        0.180000        8               1     -1      0      0      1.0     -1      18
3218          Sigma(2030)0          2.03000        0.180000        8               1     -1      0      0      1.0      0      22
3228          Sigma(2030)+          2.03000        0.180000        8               1     -1      0      0      1.0      1      18
-9851214      Anti-N(2040)0         2.05400        0.197000        4              -1      0      0      0      0.5      0      1
-9852124      Anti-N(2040)+         2.05400        0.197000        4              -1      0      0      0      0.5     -1      1
9851214       N(2040)0              2.05400        0.197000        4               1      0      0      0      0.5      0      1
9852124       N(2040)+              2.05400        0.197000        4               1      0      0      0      0.5      1      1
-9833124      Anti-Lambda(2050)     2.05600        0.493000        4              -1      1      0      0      0.0      0      14
9833124       Lambda(2050)          2.05600        0.493000        4               1     -1      0      0      0.0      0      14
-9823116      Anti-Sigma(2070)-     2.06000        0.200000        6              -1      1      0      0      1.0      1      4
-9823216      Anti-Sigma(2070)0     2.06000        0.200000        6              -1      1      0      0      1.0      0      5
-9823226      Anti-Sigma(2070)+     2.06000        0.200000        6              -1      1      0      0      1.0     -1      4
9823116       Sigma(2070)-          2.06000        0.200000        6               1     -1      0      0      1.0     -1      4
9823216       Sigma(2070)0          2.06000        0.200000        6               1     -1      0      0      1.0      0      5
9823226       Sigma(2070)+          2.06000        0.200000        6               1     -1      0      0      1.0      1      4
-9843124      Anti-Lambda(2070)     2.07000        0.370000        4              -1      1      0      0      0.0      0      22
9843124       Lambda(2070)          2.07000        0.370000        4               1     -1      0      0      0.0      0      22
-9833126      Anti-Lambda(2080)     2.08200        0.181000        6              -1      1      0      0      0.0      0      19
9833126       Lambda(2080)          2.08200        0.181000        6               1     -1      0      0      0.0      0      19
-9813128      Anti-Lambda(2085)     2.08400        0.155000        8              -1      1      0      0      0.0      0      11
9813128       Lambda(2085)          2.08400        0.155000        8               1     -1      0      0      0.0      0      11
9060221       f0(2100)              2.08600        0.284000        1               0      0      0      0      0.0      0      1
-9873114      Anti-Sigma(2080)-     2.09000        0.170000        4              -1      1      0      0      1.0      1      3
-9873214      Anti-Sigma(2080)0     2.09000        0.170000        4              -1      1      0      0      1.0      0      4
-9873224      Anti-Sigma(2080)+     2.09000        0.170000        4              -1      1      0      0      1.0     -1      3
9873114       Sigma(2080)-          2.09000        0.170000        4               1     -1      0      0      1.0     -1      3
9873214       Sigma(2080)0          2.09000        0.170000        4               1     -1      0      0      1.0      0      4
9873224       Sigma(2080)+          2.09000        0.170000        4               1     -1      0      0      1.0      1      3
-23126        Anti-Lambda(2110)     2.09000        0.250000        6              -1      1      0      0      0.0      0      13
23126         Lambda(2110)          2.09000        0.250000        6               1     -1      0      0      0.0      0      13
-9010215      pi2(2100)-            2.09000        0.625000        5               0      0      0      0      1.0     -1      5
9010115       pi2(2100)0            2.09000        0.625000        5               0      0      0      0      1.0      0      4
9010215       pi2(2100)+            2.09000        0.625000        5               0      0      0      0      1.0      1      5
-9813118      Anti-Sigma(2100)-     2.10000        0.232000        8              -1      1      0      0      1.0      1      14
-9813218      Anti-Sigma(2100)0     2.10000        0.232000        8              -1      1      0      0      1.0      0      17
-9813228      Anti-Sigma(2100)+     2.10000        0.232000        8              -1      1      0      0      1.0     -1      14
9813118       Sigma(2100)-          2.10000        0.232000        8               1     -1      0      0      1.0     -1      14
9813218       Sigma(2100)0          2.10000        0.232000        8               1     -1      0      0      1.0      0      17
9813228       Sigma(2100)+          2.10000        0.232000        8               1     -1      0      0      1.0      1      14
-9842116      Anti-N(2060)0         2.10000        0.400000        6              -1      0      0      0      0.5      0      23
-9842216      Anti-N(2060)+         2.10000        0.400000        6              -1      0      0      0      0.5     -1      23
9842116       N(2060)0              2.10000        0.400000        6               1      0      0      0      0.5      0      23
9842216       N(2060)+              2.10000        0.400000        6               1      0      0      0      0.5      1      23
-9872112      Anti-N(2100)0         2.10000        0.260000        2              -1      0      0      0      0.5      0      16
-9872212      Anti-N(2100)+         2.10000        0.260000        2              -1      0      0      0      0.5     -1      16
9872112       N(2100)0              2.10000        0.260000        2               1      0      0      0      0.5      0      16
9872212       N(2100)+              2.10000        0.260000        2               1      0      0      0      0.5      1      16
-3128         Anti-Lambda(2100)     2.10000        0.200000        8              -1      1      0      0      0.0      0      15
3128          Lambda(2100)          2.10000        0.200000        8               1     -1      0      0      0.0      0      15
-9821116      Anti-Delta(2000)-     2.10000        0.450000        6              -1      0      0      0      1.5      1      4
-9821216      Anti-Delta(2000)0     2.10000        0.450000        6              -1      0      0      0      1.5      0      9
-9822126      Anti-Delta(2000)+     2.10000        0.450000        6              -1      0      0      0      1.5     -1      9
-9822226      Anti-Delta(2000)++    2.10000        0.450000        6              -1      0      0      0      1.5     -2      4
9821116       Delta(2000)-          2.10000        0.450000        6               1      0      0      0      1.5     -1      4
9821216       Delta(2000)0          2.10000        0.450000        6               1      0      0      0      1.5      0      9
9822126       Delta(2000)+          2.10000        0.450000        6               1      0      0      0      1.5      1      9
9822226       Delta(2000)++         2.10000        0.450000        6               1      0      0      0      1.5      2      4
-9863112      Anti-Sigma(2110)-     2.10500        0.313000        2              -1      1      0      0      1.0      1      6
-9863212      Anti-Sigma(2110)0     2.10500        0.313000        2              -1      1      0      0      1.0      0      9
-9863222      Anti-Sigma(2110)+     2.10500        0.313000        2              -1      1      0      0      1.0     -1      6
9863112       Sigma(2110)-          2.10500        0.313000        2               1     -1      0      0      1.0     -1      6
9863212       Sigma(2110)0          2.10500        0.313000        2               1     -1      0      0      1.0      0      9
9863222       Sigma(2110)+          2.10500        0.313000        2               1     -1      0      0      1.0      1      6
-9861214      Anti-N(2120)0         2.12000        0.300000        4              -1      0      0      0      0.5      0      21
-9862124      Anti-N(2120)+         2.12000        0.300000        4              -1      0      0      0      0.5     -1      21
9861214       N(2120)0              2.12000        0.300000        4               1      0      0      0      0.5      0      21
9862124       N(2120)+              2.12000        0.300000        4               1      0      0      0      0.5      1      21
-9803318      Anti-Ksi(2120)-       2.12000        0.020000        8              -1      2      0      0      0.5      1      1
-9803328      Anti-Ksi(2120)0       2.12000        0.020000        8              -1      2      0      0      0.5      0      1
9803318       Ksi(2120)-            2.12000        0.020000        8               1     -2      0      0      0.5     -1      1
9803328       Ksi(2120)0            2.12000        0.020000        8               1     -2      0      0      0.5      0      1
-9040213      rho(2150)-            2.15000        0.254000        3               0      0      0      0      1.0     -1      5
9040113       rho(2150)0            2.15000        0.254000        3               0      0      0      0      1.0      0      6
9040213       rho(2150)+            2.15000        0.254000        3               0      0      0      0      1.0      1      5
-9841112      Anti-Delta(2150)-     2.15000        0.200000        2              -1      0      0      0      1.5      1      2
-9841212      Anti-Delta(2150)0     2.15000        0.200000        2              -1      0      0      0      1.5      0      3
-9842122      Anti-Delta(2150)+     2.15000        0.200000        2              -1      0      0      0      1.5     -1      3
-9842222      Anti-Delta(2150)++    2.15000        0.200000        2              -1      0      0      0      1.5     -2      2
9841112       Delta(2150)-          2.15000        0.200000        2               1      0      0      0      1.5     -1      2
9841212       Delta(2150)0          2.15000        0.200000        2               1      0      0      0      1.5      0      3
9842122       Delta(2150)+          2.15000        0.200000        2               1      0      0      0      1.5      1      3
9842222       Delta(2150)++         2.15000        0.200000        2               1      0      0      0      1.5      2      2
9070225       f2(2150)              2.15700        0.152000        5               0      0      0      0      0.0      0      10
7200333       phi(2170)             2.15900        0.137000        3               0      0      0      0      0.0      0      14
-1218         Anti-N(2190)0         2.18000        0.400000        8              -1      0      0      0      0.5      0      13
-2128         Anti-N(2190)+         2.18000        0.400000        8              -1      0      0      0      0.5     -1      13
1218          N(2190)0              2.18000        0.400000        8               1      0      0      0      0.5      0      13
2128          N(2190)+              2.18000        0.400000        8               1      0      0      0      0.5      1      13
9070221       f0(2200)              2.18700        0.207000        1               0      0      0      0      0.0      0      1
-9010217      rho3(2250)-           2.20000        0.158000        7               0      0      0      0      1.0     -1      1
9010117       rho3(2250)0           2.20000        0.158000        7               0      0      0      0      1.0      0      1
9010217       rho3(2250)+           2.20000        0.158000        7               0      0      0      0      1.0      1      1
-9811118      Anti-Delta(2200)-     2.20000        0.350000        8              -1      0      0      0      1.5      1      7
-9812118      Anti-Delta(2200)0     2.20000        0.350000        8              -1      0      0      0      1.5      0      15
-9812218      Anti-Delta(2200)+     2.20000        0.350000        8              -1      0      0      0      1.5     -1      15
-9812228      Anti-Delta(2200)++    2.20000        0.350000        8              -1      0      0      0      1.5     -2      7
9811118       Delta(2200)-          2.20000        0.350000        8               1      0      0      0      1.5     -1      7
9812118       Delta(2200)0          2.20000        0.350000        8               1      0      0      0      1.5      0      15
9812218       Delta(2200)+          2.20000        0.350000        8               1      0      0      0      1.5      1      15
9812228       Delta(2200)++         2.20000        0.350000        8               1      0      0      0      1.5      2      7
9080221       eta(2225)             2.22100        0.185000        1               0      0      0      0      0.0      0      1
9000229       fJ(2220)              2.23110        0.023000        5               0      0      0      0      0.0      0      1
-9883114      Anti-Sigma(2230)-     2.24000        0.345000        4              -1      1      0      0      1.0      1      16
-9883214      Anti-Sigma(2230)0     2.24000        0.345000        4              -1      1      0      0      1.0      0      20
-9883224      Anti-Sigma(2230)+     2.24000        0.345000        4              -1      1      0      0      1.0     -1      16
9883114       Sigma(2230)-          2.24000        0.345000        4               1     -1      0      0      1.0     -1      16
9883214       Sigma(2230)0          2.24000        0.345000        4               1     -1      0      0      1.0      0      20
9883224       Sigma(2230)+          2.24000        0.345000        4               1     -1      0      0      1.0      1      16
-9020315      Anti-K2(2250)0        2.24700        0.180000        5               0     -1      0      0      0.5      0      5
-9020325      Anti-K2(2250)+        2.24700        0.180000        5               0     -1      0      0      0.5     -1      5
9020315       K2(2250)0             2.24700        0.180000        5               0      1      0      0      0.5      0      5
9020325       K2(2250)+             2.24700        0.180000        5               0      1      0      0      0.5      1      5
-9833116      Anti-Sigma(2250)-     2.25000        0.100000        6              -1      1      0      0      1.0      1      5
-9833216      Anti-Sigma(2250)0     2.25000        0.100000        6              -1      1      0      0      1.0      0      7
-9833226      Anti-Sigma(2250)+     2.25000        0.100000        6              -1      1      0      0      1.0     -1      5
9833116       Sigma(2250)-          2.25000        0.100000        6               1     -1      0      0      1.0     -1      5
9833216       Sigma(2250)0          2.25000        0.100000        6               1     -1      0      0      1.0      0      7
9833226       Sigma(2250)+          2.25000        0.100000        6               1     -1      0      0      1.0      1      5
-9902118      Anti-N(2220)0         2.25000        0.400000        10             -1      0      0      0      0.5      0      3
-9902218      Anti-N(2220)+         2.25000        0.400000        10             -1      0      0      0      0.5     -1      3
9902118       N(2220)0              2.25000        0.400000        10              1      0      0      0      0.5      0      3
9902218       N(2220)+              2.25000        0.400000        10              1      0      0      0      0.5      1      3
-9903318      Anti-Ksi(2250)-       2.25000        0.088000        10             -1      2      0      0      0.5      1      5
-9903328      Anti-Ksi(2250)0       2.25000        0.088000        10             -1      2      0      0      0.5      0      5
9903318       Ksi(2250)-            2.25000        0.088000        10              1     -2      0      0      0.5     -1      5
9903328       Ksi(2250)0            2.25000        0.088000        10              1     -2      0      0      0.5      0      5
-319          Anti-K4*(2045)0       2.25000        0.199000        9               0     -1      0      0      0.5      0      15
-329          Anti-K4*(2045)+       2.25000        0.199000        9               0     -1      0      0      0.5     -1      15
319           K4*(2045)0            2.25000        0.199000        9               0      1      0      0      0.5      0      15
329           K4*(2045)+            2.25000        0.199000        9               0      1      0      0      0.5      1      15
-203338       Anti-Omega(2250)      2.25200        0.055000        8              -1      3      0      0      0.0      1      4
203338        Omega(2250)           2.25200        0.055000        8               1     -3      0      0      0.0     -1      4
-9912118      Anti-N(2250)0         2.28000        0.500000        10             -1      0      0      0      0.5      0      5
-9912218      Anti-N(2250)+         2.28000        0.500000        10             -1      0      0      0      0.5     -1      5
9912118       N(2250)0              2.28000        0.500000        10              1      0      0      0      0.5      0      5
9912218       N(2250)+              2.28000        0.500000        10              1      0      0      0      0.5      1      5
9080225       f2(2300)              2.29700        0.149000        5               0      0      0      0      0.0      0      3
-9882112      Anti-N(2300)0         2.30000        0.340000        2              -1      0      0      0      0.5      0      1
-9882212      Anti-N(2300)+         2.30000        0.340000        2              -1      0      0      0      0.5     -1      1
9882112       N(2300)0              2.30000        0.340000        2               1      0      0      0      0.5      0      1
9882212       N(2300)+              2.30000        0.340000        2               1      0      0      0      0.5      1      1
-9901118      Anti-Delta(2300)-     2.30800        0.360000        10             -1      0      0      0      1.5      1      2
-9901218      Anti-Delta(2300)0     2.30800        0.360000        10             -1      0      0      0      1.5      0      3
-9902128      Anti-Delta(2300)+     2.30800        0.360000        10             -1      0      0      0      1.5     -1      3
-9902228      Anti-Delta(2300)++    2.30800        0.360000        10             -1      0      0      0      1.5     -2      2
9901118       Delta(2300)-          2.30800        0.360000        10              1      0      0      0      1.5     -1      2
9901218       Delta(2300)0          2.30800        0.360000        10              1      0      0      0      1.5      0      3
9902128       Delta(2300)+          2.30800        0.360000        10              1      0      0      0      1.5      1      3
9902228       Delta(2300)++         2.30800        0.360000        10              1      0      0      0      1.5      2      2
9010229       f4(2300)              2.32000        0.250000        9               0      0      0      0      0.0      0      11
