# ID          Name                  Mass(GeV)      Width(GeV)      Degeneracy      B      S      C      b      I        Q      Decays
219           a4(1970)+             1.96700        0.324000        9               0      0      0      0      1.0      1      5
11116         Delta(1930)-          1.95000        0.300000        6               1      0      0      0      1.5     -1      2
11216         Delta(1930)0          1.95000        0.300000        6               1      0      0      0      1.5      0      3
12126         Delta(1930)+          1.95000        0.300000        6               1      0      0      0      1.5      1      3
12226         Delta(1930)++         1.95000        0.300000        6               1      0      0      0      1.5      2      2
-11116        Anti-Delta(1930)-     1.95000        0.300000        6              -1      0      0      0      1.5      1      2
-11216        Anti-Delta(1930)0     1.95000        0.300000        6              -1      0      0      0      1.5      0      3
-12126        Anti-Delta(1930)+     1.95000        0.300000        6              -1      0      0      0      1.5     -1      3
-12226        Anti-Delta(1930)++    1.95000        0.300000        6              -1      0      0      0      1.5     -2      2
103316        Ksi(1950)-            1.95000        0.060000        6               1     -2      0      0      0.5     -1      5
103326        Ksi(1950)0            1.95000        0.060000        6               1     -2      0      0      0.5      0      5
-103316       Anti-Ksi(1950)-       1.95000        0.060000        6              -1      2      0      0      0.5      1      5
-103326       Anti-Ksi(1950)0       1.95000        0.060000        6              -1      2      0      0      0.5      0      5
9050225       f2(1950)              1.93600        0.464000        5               0      0      0      0      0.0      0      9
1118          Delta(1950)-          1.93000        0.285000        8               1      0      0      0      1.5     -1      7
2118          Delta(1950)0          1.93000        0.285000        8               1      0      0      0      1.5      0      14
2218          Delta(1950)+          1.93000        0.285000        8               1      0      0      0      1.5      1      14
2228          Delta(1950)++         1.93000        0.285000        8               1      0      0      0      1.5      2      7
-1118         Anti-Delta(1950)-     1.93000        0.285000        8              -1      0      0      0      1.5      1      7
-2118         Anti-Delta(1950)0     1.93000        0.285000        8              -1      0      0      0      1.5      0      14
-2218         Anti-Delta(1950)+     1.93000        0.285000        8              -1      0      0      0      1.5     -1      14
-2228         Anti-Delta(1950)++    1.93000        0.285000        8              -1      0      0      0      1.5     -2      7
21114         Delta(1920)-          1.92000        0.300000        4               1      0      0      0      1.5     -1      13
22114         Delta(1920)0          1.92000        0.300000        4               1      0      0      0      1.5      0      23
22214         Delta(1920)+          1.92000        0.300000        4               1      0      0      0      1.5      1      23
22224         Delta(1920)++         1.92000        0.300000        4               1      0      0      0      1.5      2      13
-21114        Anti-Delta(1920)-     1.92000        0.300000        4              -1      0      0      0      1.5      1      13
-22114        Anti-Delta(1920)0     1.92000        0.300000        4              -1      0      0      0      1.5      0      23
-22214        Anti-Delta(1920)+     1.92000        0.300000        4              -1      0      0      0      1.5     -1      23
-22224        Anti-Delta(1920)++    1.92000        0.300000        4              -1      0      0      0      1.5     -2      13
9841214       N(1900)0              1.92000        0.200000        4               1      0      0      0      0.5      0      25
9842124       N(1900)+              1.92000        0.200000        4               1      0      0      0      0.5      1      25
-9841214      Anti-N(1900)0         1.92000        0.200000        4              -1      0      0      0      0.5      0      25
-9842124      Anti-N(1900)+         1.92000        0.200000        4              -1      0      0      0      0.5     -1      25
13116         Sigma(1915)-          1.91500        0.120000        6               1     -1      0      0      1.0     -1      17
13216         Sigma(1915)0          1.91500        0.120000        6               1     -1      0      0      1.0      0      22
13226         Sigma(1915)+          1.91500        0.120000        6               1     -1      0      0      1.0      1      17
-13116        Anti-Sigma(1915)-     1.91500        0.120000        6              -1      1      0      0      1.0      1      17
-13216        Anti-Sigma(1915)0     1.91500        0.120000        6              -1      1      0      0      1.0      0      22
-13226        Anti-Sigma(1915)+     1.91500        0.120000        6              -1      1      0      0      1.0     -1      17
23114         Sigma(1910)-          1.91000        0.220000        4               1     -1      0      0      1.0     -1      12
23214         Sigma(1910)0          1.91000        0.220000        4               1     -1      0      0      1.0      0      15
23224         Sigma(1910)+          1.91000        0.220000        4               1     -1      0      0      1.0      1      12
-23114        Anti-Sigma(1910)-     1.91000        0.220000        4              -1      1      0      0      1.0      1      12
-23214        Anti-Sigma(1910)0     1.91000        0.220000        4              -1      1      0      0      1.0      0      15
-23224        Anti-Sigma(1910)+     1.91000        0.220000        4              -1      1      0      0      1.0     -1      12
21112         Delta(1910)-          1.90000        0.300000        2               1      0      0      0      1.5     -1      6
21212         Delta(1910)0          1.90000        0.300000        2               1      0      0      0      1.5      0      10
22122         Delta(1910)+          1.90000        0.300000        2               1      0      0      0      1.5      1      10
22222         Delta(1910)++         1.90000        0.300000        2               1      0      0      0      1.5      2      6
-21112        Anti-Delta(1910)-     1.90000        0.300000        2              -1      0      0      0      1.5      1      6
-21212        Anti-Delta(1910)0     1.90000        0.300000        2              -1      0      0      0      1.5      0      10
-22122        Anti-Delta(1910)+     1.90000        0.300000        2              -1      0      0      0      1.5     -1      10
-22222        Anti-Delta(1910)++    1.90000        0.300000        2              -1      0      0      0      1.5     -2      6
9862112       N(1895)0              1.89500        0.120000        2               1      0      0      0      0.5      0      20
9862212       N(1895)+              1.89500        0.120000        2               1      0      0      0      0.5      1      20
-9862112      Anti-N(1895)0         1.89500        0.120000        2              -1      0      0      0      0.5      0      20
-9862212      Anti-N(1895)+         1.89500        0.120000        2              -1      0      0      0      0.5     -1      20
23124         Lambda(1890)          1.89000        0.120000        4               1     -1      0      0      0.0      0      19
-23124        Anti-Lambda(1890)     1.89000        0.120000        4              -1      1      0      0      0.0      0      19
1116          Delta(1905)-          1.88000        0.330000        6               1      0      0      0      1.5     -1      11
1216          Delta(1905)0          1.88000        0.330000        6               1      0      0      0      1.5      0      19
2126          Delta(1905)+          1.88000        0.330000        6               1      0      0      0      1.5      1      19
2226          Delta(1905)++         1.88000        0.330000        6               1      0      0      0      1.5      2      11
-1116         Anti-Delta(1905)-     1.88000        0.330000        6              -1      0      0      0      1.5      1      11
-1216         Anti-Delta(1905)0     1.88000        0.330000        6              -1      0      0      0      1.5      0      19
-2126         Anti-Delta(1905)+     1.88000        0.330000        6              -1      0      0      0      1.5     -1      19
-2226         Anti-Delta(1905)++    1.88000        0.330000        6              -1      0      0      0      1.5     -2      11
9852112       N(1880)0              1.88000        0.300000        2               1      0      0      0      0.5      0      19
9852212       N(1880)+              1.88000        0.300000        2               1      0      0      0      0.5      1      19
-9852112      Anti-N(1880)0         1.88000        0.300000        2              -1      0      0      0      0.5      0      19
-9852212      Anti-N(1880)+         1.88000        0.300000        2              -1      0      0      0      0.5     -1      19
9811214       N(1875)0              1.87500        0.200000        4               1      0      0      0      0.5      0      23
9812124       N(1875)+              1.87500        0.200000        4               1      0      0      0      0.5      1      23
-9811214      Anti-N(1875)0         1.87500        0.200000        4              -1      0      0      0      0.5      0      23
-9812124      Anti-N(1875)+         1.87500        0.200000        4              -1      0      0      0      0.5     -1      23
-7110215      pi2(1880)-            1.87400        0.237000        5               0      0      0      0      1.0     -1      4
7110115       pi2(1880)0            1.87400        0.237000        5               0      0      0      0      1.0      0      4
7110215       pi2(1880)+            1.87400        0.237000        5               0      0      0      0      1.0      1      4
11112         Delta(1900)-          1.86000        0.250000        2               1      0      0      0      1.5     -1      10
11212         Delta(1900)0          1.86000        0.250000        2               1      0      0      0      1.5      0      18
12122         Delta(1900)+          1.86000        0.250000        2               1      0      0      0      1.5      1      18
12222         Delta(1900)++         1.86000        0.250000        2               1      0      0      0      1.5      2      10
-11112        Anti-Delta(1900)-     1.86000        0.250000        2              -1      0      0      0      1.5      1      10
-11212        Anti-Delta(1900)0     1.86000        0.250000        2              -1      0      0      0      1.5      0      18
-12122        Anti-Delta(1900)+     1.86000        0.250000        2              -1      0      0      0      1.5     -1      18
-12222        Anti-Delta(1900)++    1.86000        0.250000        2              -1      0      0      0      1.5     -2      10
337           phi3(1850)            1.85400        0.087000        7               0      0      0      0      0.0      0      6
10335         eta2(1870)            1.84200        0.225000        5               0      0      0      0      0.0      0      7
13126         Lambda(1830)          1.82500        0.090000        6               1     -1      0      0      0.0      0      18
-13126        Anti-Lambda(1830)     1.82500        0.090000        6              -1      1      0      0      0.0      0      18
13314         Ksi(1820)-            1.82300        0.024000        4               1     -2      0      0      0.5     -1      7
13324         Ksi(1820)0            1.82300        0.024000        4               1     -2      0      0      0.5      0      7
-13314        Anti-Ksi(1820)-       1.82300        0.024000        4              -1      2      0      0      0.5      1      7
-13324        Anti-Ksi(1820)0       1.82300        0.024000        4              -1      2      0      0      0.5      0      7
3126          Lambda(1820)          1.82000        0.080000        6               1     -1      0      0      0.0      0      15
-3126         Anti-Lambda(1820)     1.82000        0.080000        6              -1      1      0      0      0.0      0      15
20315         K2(1820)0             1.81900        0.264000        5               0      1      0      0      0.5      0      8
20325         K2(1820)+             1.81900        0.264000        5               0      1      0      0      0.5      1      8
-20315        Anti-K2(1820)0        1.81900        0.264000        5               0     -1      0      0      0.5      0      8
-20325        Anti-K2(1820)+        1.81900        0.264000        5               0     -1      0      0      0.5     -1      8
53122         Lambda(1810)          1.81300        0.110000        2               1     -1      0      0      0.0      0      14
-53122        Anti-Lambda(1810)     1.81300        0.110000        2              -1      1      0      0      0.0      0      14
-9010211      pi(1800)-             1.81000        0.215000        1               0      0      0      0      1.0     -1      3
9010111       pi(1800)0             1.81000        0.215000        1               0      0      0      0      1.0      0      2
9010211       pi(1800)+             1.81000        0.215000        1               0      0      0      0      1.0      1      3
43122         Lambda(1800)          1.80000        0.200000        2               1     -1      0      0      0.0      0      13
-43122        Anti-Lambda(1800)     1.80000        0.200000        2              -1      1      0      0      0.0      0      13
317           K3*(1780)0            1.77900        0.161000        7               0      1      0      0      0.5      0      9
327           K3*(1780)+            1.77900        0.161000        7               0      1      0      0      0.5      1      9
-317          Anti-K3*(1780)0       1.77900        0.161000        7               0     -1      0      0      0.5      0      9
-327          Anti-K3*(1780)+       1.77900        0.161000        7               0     -1      0      0      0.5     -1      9
3116          Sigma(1775)-          1.77500        0.120000        6               1     -1      0      0      1.0     -1      7
3216          Sigma(1775)0          1.77500        0.120000        6               1     -1      0      0      1.0      0      8
3226          Sigma(1775)+          1.77500        0.120000        6               1     -1      0      0      1.0      1      7
-3116         Anti-Sigma(1775)-     1.77500        0.120000        6              -1      1      0      0      1.0      1      7
-3216         Anti-Sigma(1775)0     1.77500        0.120000        6              -1      1      0      0      1.0      0      8
-3226         Anti-Sigma(1775)+     1.77500        0.120000        6              -1      1      0      0      1.0     -1      7
10315         K2(1770)0             1.77300        0.186000        5               0      1      0      0      0.5      0      3
10325         K2(1770)+             1.77300        0.186000        5               0      1      0      0      0.5      1      3
-10315        Anti-K2(1770)0        1.77300        0.186000        5               0     -1      0      0      0.5      0      3
-10325        Anti-K2(1770)+        1.77300        0.186000        5               0     -1      0      0      0.5     -1      3
23112         Sigma(1750)-          1.75000        0.150000        2               1     -1      0      0      1.0     -1      9
23212         Sigma(1750)0          1.75000        0.150000        2               1     -1      0      0      1.0      0      11
23222         Sigma(1750)+          1.75000        0.150000        2               1     -1      0      0      1.0      1      9
-23112        Anti-Sigma(1750)-     1.75000        0.150000        2              -1      1      0      0      1.0      1      9
-23212        Anti-Sigma(1750)0     1.75000        0.150000        2              -1      1      0      0      1.0      0      11
-23222        Anti-Sigma(1750)+     1.75000        0.150000        2              -1      1      0      0      1.0     -1      9
31214         N(1720)0              1.72000        0.250000        4               1      0      0      0      0.5      0      21
32124         N(1720)+              1.72000        0.250000        4               1      0      0      0      0.5      1      21
-31214        Anti-N(1720)0         1.72000        0.250000        4              -1      0      0      0      0.5      0      21
-32124        Anti-N(1720)+         1.72000        0.250000        4              -1      0      0      0      0.5     -1      21
21214         N(1700)0              1.72000        0.200000        4               1      0      0      0      0.5      0      22
22124         N(1700)+              1.72000        0.200000        4               1      0      0      0      0.5      1      22
-21214        Anti-N(1700)0         1.72000        0.200000        4              -1      0      0      0      0.5      0      22
-22124        Anti-N(1700)+         1.72000        0.200000        4              -1      0      0      0      0.5     -1      22
-30213        rho(1700)-            1.72000        0.250000        3               0      0      0      0      1.0     -1      2
30113         rho(1700)0            1.72000        0.250000        3               0      0      0      0      1.0      0      3
30213         rho(1700)+            1.72000        0.250000        3               0      0      0      0      1.0      1      2
30313         K*(1680)0             1.71800        0.322000        3               0      1      0      0      0.5      0      7
30323         K*(1680)+             1.71800        0.322000        3               0      1      0      0      0.5      1      7
-30313        Anti-K*(1680)0        1.71800        0.322000        3               0     -1      0      0      0.5      0      7
-30323        Anti-K*(1680)+        1.71800        0.322000        3               0     -1      0      0      0.5     -1      7
11114         Delta(1700)-          1.71000        0.300000        4               1      0      0      0      1.5     -1      11
12114         Delta(1700)0          1.71000        0.300000        4               1      0      0      0      1.5      0      19
12214         Delta(1700)+          1.71000        0.300000        4               1      0      0      0      1.5      1      19
12224         Delta(1700)++         1.71000        0.300000        4               1      0      0      0      1.5      2      11
-11114        Anti-Delta(1700)-     1.71000        0.300000        4              -1      0      0      0      1.5      1      11
-12114        Anti-Delta(1700)0     1.71000        0.300000        4              -1      0      0      0      1.5      0      19
-12214        Anti-Delta(1700)+     1.71000        0.300000        4              -1      0      0      0      1.5     -1      19
-12224        Anti-Delta(1700)++    1.71000        0.300000        4              -1      0      0      0      1.5     -2      11
42112         N(1710)0              1.71000        0.140000        2               1      0      0      0      0.5      0      16
42212         N(1710)+              1.71000        0.140000        2               1      0      0      0      0.5      1      16
-42112        Anti-N(1710)0         1.71000        0.140000        2              -1      0      0      0      0.5      0      16
-42212        Anti-N(1710)+         1.71000        0.140000        2              -1      0      0      0      0.5     -1      16
10331         f0(1710)              1.70400        0.123000        1               0      0      0      0      0.0      0      6
-9000215      a2(1700)-             1.69800        0.265000        5               0      0      0      0      1.0     -1      5
9000115       a2(1700)0             1.69800        0.265000        5               0      0      0      0      1.0      0      6
9000215       a2(1700)+             1.69800        0.265000        5               0      0      0      0      1.0      1      5
203312        Ksi(1690)-            1.69000        0.010000        2               1     -2      0      0      0.5     -1      5
203322        Ksi(1690)0            1.69000        0.010000        2               1     -2      0      0      0.5      0      5
-203312       Anti-Ksi(1690)-       1.69000        0.010000        2              -1      2      0      0      0.5      1      5
-203322       Anti-Ksi(1690)0       1.69000        0.010000        2              -1      2      0      0      0.5      0      5
13124         Lambda(1690)          1.69000        0.070000        4               1     -1      0      0      0.0      0      14
-13124        Anti-Lambda(1690)     1.69000        0.070000        4              -1      1      0      0      0.0      0      14
-217          rho3(1690)-           1.68880        0.161000        7               0      0      0      0      1.0     -1      6
117           rho3(1690)0           1.68880        0.161000        7               0      0      0      0      1.0      0      8
217           rho3(1690)+           1.68880        0.161000        7               0      0      0      0      1.0      1      6
12116         N(1680)0              1.68500        0.120000        6               1      0      0      0      0.5      0      20
12216         N(1680)+              1.68500        0.120000        6               1      0      0      0      0.5      1      20
-12116        Anti-N(1680)0         1.68500        0.120000        6              -1      0      0      0      0.5      0      20
-12216        Anti-N(1680)+         1.68500        0.120000        6              -1      0      0      0      0.5     -1      20
100333        phi(1680)             1.68000        0.150000        3               0      0      0      0      0.0      0      9
2116          N(1675)0              1.67500        0.145000        6               1      0      0      0      0.5      0      10
2216          N(1675)+              1.67500        0.145000        6               1      0      0      0      0.5      1      10
-2116         Anti-N(1675)0         1.67500        0.145000        6              -1      0      0      0      0.5      0      10
-2216         Anti-N(1675)+         1.67500        0.145000        6              -1      0      0      0      0.5     -1      10
13114         Sigma(1670)-          1.67500        0.070000        4               1     -1      0      0      1.0     -1      5
13214         Sigma(1670)0          1.67500        0.070000        4               1     -1      0      0      1.0      0      6
13224         Sigma(1670)+          1.67500        0.070000        4               1     -1      0      0      1.0      1      5
-13114        Anti-Sigma(1670)-     1.67500        0.070000        4              -1      1      0      0      1.0      1      5
-13214        Anti-Sigma(1670)0     1.67500        0.070000        4              -1      1      0      0      1.0      0      6
-13224        Anti-Sigma(1670)+     1.67500        0.070000        4              -1      1      0      0      1.0     -1      5
33122         Lambda(1670)          1.67400        0.030000        2               1     -1      0      0      0.0      0      11
-33122        Anti-Lambda(1670)     1.67400        0.030000        2              -1      1      0      0      0.0      0      11
3334          Omega                 1.67245        0.000000        4               1     -3      0      0      0.0     -1      0
-3334         Anti-Omega            1.67245        0.000000        4              -1      3      0      0      0.0      1      0
9000313       K1(1650)0             1.67200        0.158000        3               0      1      0      0      0.5      0      4
9000323       K1(1650)+             1.67200        0.158000        3               0      1      0      0      0.5      1      4
-9000313      Anti-K1(1650)0        1.67200        0.158000        3               0     -1      0      0      0.5      0      4
-9000323      Anti-K1(1650)+        1.67200        0.158000        3               0     -1      0      0      0.5     -1      4
-10215        pi2(1670)-            1.67060        0.258000        5               0      0      0      0      1.0     -1      5
10115         pi2(1670)0            1.67060        0.258000        5               0      0      0      0      1.0      0      7
10215         pi2(1670)+            1.67060        0.258000        5               0      0      0      0      1.0      1      5
30223         omega(1650)           1.67000        0.315000        3               0      0      0      0      0.0      0      6
227           omega3(1670)          1.66700        0.168000        7               0      0      0      0      0.0      0      5
-9010213      pi1(1600)-            1.66100        0.240000        3               0      0      0      0      1.0     -1      7
9010113       pi1(1600)0            1.66100        0.240000        3               0      0      0      0      1.0      0      7
9010213       pi1(1600)+            1.66100        0.240000        3               0      0      0      0      1.0      1      7
13112         Sigma(1660)-          1.66000        0.200000        2               1     -1      0      0      1.0     -1      8
13212         Sigma(1660)0          1.66000        0.200000        2               1     -1      0      0      1.0      0      9
13222         Sigma(1660)+          1.66000        0.200000        2               1     -1      0      0      1.0      1      8
-13112        Anti-Sigma(1660)-     1.66000        0.200000        2              -1      1      0      0      1.0      1      8
-13212        Anti-Sigma(1660)0     1.66000        0.200000        2              -1      1      0      0      1.0      0      9
-13222        Anti-Sigma(1660)+     1.66000        0.200000        2              -1      1      0      0      1.0     -1      8
-9020213      a1(1640)-             1.65500        0.254000        3               0      0      0      0      1.0     -1      5
9020113       a1(1640)0             1.65500        0.254000        3               0      0      0      0      1.0      0      5
9020213       a1(1640)+             1.65500        0.254000        3               0      0      0      0      1.0      1      5
32112         N(1650)0              1.65000        0.125000        2               1      0      0      0      0.5      0      13
32212         N(1650)+              1.65000        0.125000        2               1      0      0      0      0.5      1      13
-32112        Anti-N(1650)0         1.65000        0.125000        2              -1      0      0      0      0.5      0      13
-32212        Anti-N(1650)+         1.65000        0.125000        2              -1      0      0      0      0.5     -1      13
10225         eta2(1645)            1.61700        0.181000        5               0      0      0      0      0.0      0      10
1112          Delta(1620)-          1.61000        0.130000        2               1      0      0      0      1.5     -1      6
1212          Delta(1620)0          1.61000        0.130000        2               1      0      0      0      1.5      0      11
2122          Delta(1620)+          1.61000        0.130000        2               1      0      0      0      1.5      1      11
2222          Delta(1620)++         1.61000        0.130000        2               1      0      0      0      1.5      2      6
-1112         Anti-Delta(1620)-     1.61000        0.130000        2              -1      0      0      0      1.5      1      6
-1212         Anti-Delta(1620)0     1.61000        0.130000        2              -1      0      0      0      1.5      0      11
-2122         Anti-Delta(1620)+     1.61000        0.130000        2              -1      0      0      0      1.5     -1      11
-2222         Anti-Delta(1620)++    1.61000        0.130000        2              -1      0      0      0      1.5     -2      6
23122         Lambda(1600)          1.60000        0.200000        2               1     -1      0      0      0.0      0      9
-23122        Anti-Lambda(1600)     1.60000        0.200000        2              -1      1      0      0      0.0      0      9
31114         Delta(1600)-          1.57000        0.250000        4               1      0      0      0      1.5     -1      8
32114         Delta(1600)0          1.57000        0.250000        4               1      0      0      0      1.5      0      14
32214         Delta(1600)+          1.57000        0.250000        4               1      0      0      0      1.5      1      14
32224         Delta(1600)++         1.57000        0.250000        4               1      0      0      0      1.5      2      8
-31114        Anti-Delta(1600)-     1.57000        0.250000        4              -1      0      0      0      1.5      1      8
-32114        Anti-Delta(1600)0     1.57000        0.250000        4              -1      0      0      0      1.5      0      14
-32214        Anti-Delta(1600)+     1.57000        0.250000        4              -1      0      0      0      1.5     -1      14
-32224        Anti-Delta(1600)++    1.57000        0.250000        4              -1      0      0      0      1.5     -2      8
9030221       f0(1500)              1.56000        0.112000        1               0      0      0      0      0.0      0      9
3314          Ksi(1530)-            1.53350        0.009500        4               1     -2      0      0      0.5     -1      2
3324          Ksi(1530)0            1.53350        0.009500        4               1     -2      0      0      0.5      0      2
-3314         Anti-Ksi(1530)-       1.53350        0.009500        4              -1      2      0      0      0.5      1      2
-3324         Anti-Ksi(1530)0       1.53350        0.009500        4              -1      2      0      0      0.5      0      2
22112         N(1535)0              1.53000        0.150000        2               1      0      0      0      0.5      0      12
22212         N(1535)+              1.53000        0.150000        2               1      0      0      0      0.5      1      12
-22112        Anti-N(1535)0         1.53000        0.150000        2              -1      0      0      0      0.5      0      12
-22212        Anti-N(1535)+         1.53000        0.150000        2              -1      0      0      0      0.5     -1      12
3124          Lambda(1520)          1.52300        0.015700        4               1     -1      0      0      0.0      0      8
-3124         Anti-Lambda(1520)     1.52300        0.015700        4              -1      1      0      0      0.0      0      8
335           f2'(1525)             1.51740        0.086000        5               0      0      0      0      0.0      0      5
1214          N(1520)0              1.51500        0.110000        4               1      0      0      0      0.5      0      17
2124          N(1520)+              1.51500        0.110000        4               1      0      0      0      0.5      1      17
-1214         Anti-N(1520)0         1.51500        0.110000        4              -1      0      0      0      0.5      0      17
-2124         Anti-N(1520)+         1.51500        0.110000        4              -1      0      0      0      0.5     -1      17
100331        eta(1475)             1.47500        0.090000        1               0      0      0      0      0.0      0      6
-10211        a0(1450)-             1.47400        0.265000        1               0      0      0      0      1.0     -1      4
10111         a0(1450)0             1.47400        0.265000        1               0      0      0      0      1.0      0      5
